B cells naive	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells regulatory (Tregs)	NK cells resting	Monocytes	Macrophages M2	Dendritic cells activated	Mast cells resting	Eosinophils	Neutrophils
0.110150960523798	0.00407485840869582	0.0303197631187454	0.101665231380186	0.0958011508659046	0	0.00958189605873907	0.0678650765491692	0.118124445043456	0.00132293308020407	0.00384768848731004	0.00199393702424655	0	0.452561348871042
0.141022214140846	0	0.120417197695268	0.207028615876431	0	0.00206876773959991	0.00142265888935332	0.142190043831385	0.105943827216465	0	0.00898312265036733	0	0	0.269921974154086
0.0128478465083453	0.00519623888921081	0.18133871163212	0.169037153156532	0.00425797382643122	0.00247599925267111	0	0.160060661478339	0.047762753966315	0.00703115385916826	0	0	0.00147722615424203	0.408514281276625
0.0429053544480151	0	0.112825174774778	0.0274776465368899	0.010553433701413	0.0100164111984377	0.00951881279316552	0.119550980757326	0.107854537422856	0.00881746238343605	0.00687008523134018	0.00643256080662604	0	0.537177539945716
0.0617090878180273	0.00648541655679245	0.13061318812115	0.158942986206771	0	0.00193858451942736	1.21306048983099e-4	0.10563627596133	0.00424614149142651	0	0.00263259569185852	0	0.00397999275679492	0.523694424827439
0.119882709987507	0	0.090787085994629	0.0950428536691977	0.0510695777506	0	0	0.098914867346084	0.0537464304100647	0.00605147941986389	0.0042291666622383	0.0225016791864928	0	0.457774149573322
0.0329477054191162	0.00560545734231953	0.103372172496974	0.123080906129283	0.0440507892575459	0	0	0.136267398135736	0.0410305857006471	0	0	0.00399713991030067	0	0.509647845608077
0.0579530305919027	0	0.0623093517077542	0.110917258349405	0.206541248875783	0	0.0269845878775174	0.0917276130359477	0.174317354612553	0	0.00249623395571303	0.0033470882251914	0	0.263406232768232
0.0962707012281052	0	0.245028973570722	0.0067970975208168	0.0275705626402031	0	0.0311712701998108	0.0717256671566356	0.094062493512749007	0.00651629077339389	0	0.0181974127005056	0.00395601355040533	0.398703517146653
0.0937032044419739	0	0.210306163954809	0.0490460527388785	0.135066569968779	0	0.00770106980204637	0.135787751224761	0.0479587910271461	0	0	0	0.0101429566102517	0.310287440231354
0.00563609783214592	0.00139879067170653	0.255753243184004	0.0320245593171184	0.0668200289366761	0	0.0325590294705123	0.168249430262533	0.0798839246304596	0	0	0.00957676567670166	0	0.32886974471195
0.124846467424979	0	0.0726379038003461	0.200899116360952	0.0911563266502608	3.32221731574946e-4	0.0109426419768781	0.0664088774105775	0.048900832877771	0	0.00909858490651041	0	0	0.374777026860149
0.0648012982198751	0	0.190371811232704	0.084752113619525	0	0.00124416463726587	0	0.15873265390937	0.0402030921713771	7.05215572488667e-4	0	0.0319459088852922	0.0614150492581064	0.365828692493995
0.0959106824793016	0.00664168304712335	0.176785427621828	0.108731187182777	0.00168882651599392	2.47680033360626e-4	0	0.104534026416495	0.0320850386330507	0	0.00299660555205437	0.0131494321436746	0	0.457229410374341
0.0156093205172435	0	0.142251257746689	0.218041563139678	0.0211877458228212	0.00180838212631455	7.14699543284787e-4	0.128365684003562	0.0433966440286949	0	7.63639526124025e-4	0	0.00776512181667199	0.420095941728917
0.0162796318776961	0	0.0388859312016486	0.13253299207002	0.171757793062854	0.00271368830726573	0	0.127509426779925	0.0807475078096927	7.88998442432e-4	0	0	0	0.428784030448465
0.0676028024765337	0	0.0350636990202638	0.0912492383989553	0.0823571168871437	0	0	0.0607070054518608	0.11738692256156	0	0.0065446302471588	0.0153892298174623	0	0.523699355139061
0.0471261686242907	0	0.0945593929317084	0.171494585096733	0.0524354843361255	0.00295137942631756	0.00175211204349556	0.111919663671045	0.0457719942499189	0.0168288794672738	0	0	0	0.455160340153091
0.0284351153492851	0	0.0915005414255761	0.0613203814809233	0.230557217896022	0	0.00288293393215345	0.110146784349533	0.0942434038302	0.0013515690412135	0.00182947534643328	0.00877542543713157	0	0.368957151911529
0.049250806649218	0	0.158406253541493	0	0.10652448942061	0	0.00595255565202724	0.171548176028534	0.0436766507884091	0.00865567386173751	0	0	0	0.455985394057972
0.0757452560017744	0	0.150178659830066	0.0972114204054574	0.172849060611389	0	0	0.107825511765436	0.0764908333368454	3.84311728354026e-4	0.00129465796834144	0	0	0.318020288352335
0.0321164863546167	0	0.0323509248688205	0.109348897440205	0.115602672594336	0.011565172598884	0	0.0678303815432924	0.0646196370160664	0	0	0.0099789240581334	0	0.556586903525645
0.0262582425068796	0	0.0841282337807316	0.075596868725182	0.0844254969282545	0	0.00840748304991845	0.130800546344413	0.141176820440463	0	0.00384141752864446	0.00245940514908908	0	0.442905485546425
0.0394743805333892	0.00522022668258236	0.0609300474099778	0.160825054354414	0	0	0	0.111504147892281	0.0105602089459989	0	0.00830673149981453	0	0	0.603179202681543
0.00355737796711413	0	0.108328190328353	0.203989058191752	0.106936147234062	6.81368771159308e-4	0	0.0999134296643084	0.0824770046448686	0	9.80014426382039e-4	0	0	0.379938673940808
0.112162651158549	0	0.241676995019721	0.0357956609178994	0.140545166304138	0	0.0252155322427531	0.0967834270883946	0.0768577590981071	0.00166026728307584	0.00214661503621319	0	0	0.267155925851149
0.0437665675753393	0	0.176413552129758	0.117215678159744	0.0521922801425049	0.01153198101405	0	0.129133752395257	0.018578445699248	0	7.01575366263392e-4	0.0103189018629503	0	0.440147265654886
0.0527398048925374	0	0.10308577933956	0.206457261272531	0	0.00203684779987689	7.09236127493121e-4	0.136741839660004	0.0213032130590616	0	0.00377686512731332	0.00377832120953775	0	0.469370831512086
0.0663581681062333	0	0.0921730983016051	0.192556304087703	0.0757368928256567	0.00167333639171904	9.27090223700278e-4	0.163696164456227	0.0432872691862458	0	0.00147024617654379	0	0	0.362121430244366
0.101179856973722	0	0.141516573067254	0.048072472547504	0.0949418280480287	0	0.00991043252101413	0.138390454412784	0.116641308224493	0.00797686254536148	0.00122609294939435	0.00587254102221314	0.00926729243444739	0.325004285253784
0.148756969754568	0.0051063744998591	0.0948648409848344	0.107169968667219	0.146502426641856	0.0101380405672643	1.32438575198252e-4	0.0851383125369121	0.0354480888337362	0.00564201248356744	0	0	0	0.361100526454985
0.0205829160562227	0	0.120774811405154	0.103229912740207	0.123728350416392	0.0113046899164211	0.00679719499394201	0.0860134200777823	0.142827440012071	0.00266636847981083	9.50644364205794e-4	0	0	0.381124251537791
0.0363236985892413	0.0010439761264406	0.307024161346941	0	0.025457445792413	0	0	0.142282471050582	0.0818946034018896	0.00174264136141736	0	0	0.0122389644273443	0.39199203790373
0.0422721639569872	0	0.120623587152978	0.134181079979788	0.0446771796774565	7.71391307518051e-4	0	0.152980975028444	0.0376468750694023	0	0.00204209996147242	0.021028710311631	0.00206229712138655	0.441110116163246
0.0359894789698453	0	0.0808020581142896	0.226190529116373	0.0470912701387704	0.00198938384078173	0	0.174762138196194	0.054114160847452	0	5.47680395071322e-4	0	0	0.378513300381223
0.0637535066937603	0	0.205284137228397	0.0376470443225575	0.131675226752391	0	0	0.0787264284121168	0.0952622582504475	0.00986188377409495	0	0	2.82223367871049e-4	0.369643987262774
0.0662454392095206	0	0.10169376077798	0.234062532911595	0.046993628933056	0.00275163620945215	0.012839563716289	0.136304681795939	0.0304993471843812	0	0.00757993632837596	0	0	0.361029472933412
